service_id,exception_type,date
11822,1,20240515
11822,1,20240520
11822,2,20240523
11823,1,20240507
11823,2,20240601
11824,2,20240506
11825,1,20240505
11825,1,20240512
11825,1,20240518
11825,1,20240601
11826,1,20240506
11827,2,20240525
11827,2,20240526
11829,1,20240505
1183,1,20240509
1183,1,20240515
1183,1,20240517
1183,1,20240520
1183,1,20240522
1183,1,20240524
1183,1,20240530
11830,1,20240505
11830,1,20240509
11830,1,20240512
11831,2,20240509
11832,2,20240508
11832,2,20240520
11833,2,20240509
11833,2,20240518
11833,2,20240520
11834,1,20240516
11834,1,20240517
11834,1,20240530
11834,1,20240531
11834,2,20240520
11834,2,20240521
11834,2,20240522
11835,1,20240509
11835,1,20240521
11835,1,20240522
11835,1,20240523
11836,1,20240511
11836,1,20240602
11837,1,20240529
11837,1,20240530
11837,1,20240531
11837,1,20240603
11837,1,20240604
11838,1,20240601
11839,1,20240506
11839,2,20240509
11839,2,20240521
1184,1,20240511
1184,1,20240522
1184,2,20240521
11840,1,20240508
11840,1,20240529
11840,1,20240531
11841,1,20240505
11841,1,20240529
11841,1,20240531
11841,2,20240520
11842,1,20240509
11842,1,20240516
11842,1,20240523
11842,1,20240527
11842,1,20240528
11842,1,20240529
11843,1,20240516
11843,1,20240523
11843,2,20240520
11844,1,20240519
11844,1,20240529
11844,1,20240603
11844,1,20240604
11845,1,20240516
11845,1,20240523
11845,2,20240511
11845,2,20240515
11846,1,20240523
11846,1,20240524
11846,1,20240531
11847,1,20240505
11847,1,20240509
11848,2,20240524
11848,2,20240527
11848,2,20240530
11849,1,20240516
11849,1,20240523
11849,2,20240513
11849,2,20240514
11849,2,20240520
11849,2,20240531
1185,2,20240527
1185,2,20240529
1185,2,20240531
11850,1,20240524
11850,1,20240528
11851,1,20240513
11851,1,20240516
11852,1,20240506
11852,1,20240531
11853,2,20240509
11853,2,20240520
11853,2,20240521
11854,1,20240505
11854,1,20240512
11854,1,20240518
11854,1,20240526
11854,1,20240528
11854,1,20240530
11854,1,20240602
11856,1,20240505
11856,1,20240506
11856,1,20240507
11856,1,20240523
11856,1,20240527
11857,1,20240517
11857,1,20240528
11857,1,20240529
11857,1,20240603
11858,2,20240601
11859,1,20240525
11859,1,20240601
1186,2,20240509
1186,2,20240513
1186,2,20240514
1186,2,20240515
1186,2,20240520
11862,1,20240531
11863,1,20240516
11863,1,20240522
11863,1,20240603
11863,1,20240604
11864,2,20240531
11864,2,20240602
11865,1,20240505
11865,1,20240509
11865,1,20240515
11865,1,20240516
11865,1,20240517
11865,1,20240518
11865,1,20240519
11865,1,20240520
11866,1,20240506
11866,1,20240507
11866,1,20240511
11867,1,20240505
11867,1,20240506
11867,1,20240507
11867,1,20240508
11867,1,20240523
11867,1,20240527
11868,1,20240508
11868,1,20240514
11868,1,20240527
11868,1,20240603
11868,2,20240530
11869,1,20240510
11869,1,20240517
11869,1,20240519
11869,1,20240521
11869,1,20240522
11869,1,20240523
1187,2,20240508
1187,2,20240509
1187,2,20240520
11870,1,20240510
11870,1,20240516
11870,1,20240523
11870,2,20240520
11871,1,20240529
11871,1,20240530
11871,1,20240531
11871,1,20240603
11871,1,20240604
11872,1,20240509
11872,1,20240511
11872,1,20240530
11872,2,20240519
11873,1,20240529
11875,1,20240527
11875,1,20240528
11875,1,20240601
11877,1,20240516
11877,2,20240520
11877,2,20240521
11877,2,20240522
11877,2,20240527
11877,2,20240528
1188,1,20240509
1188,1,20240519
11880,2,20240530
11881,1,20240511
11881,1,20240526
11881,1,20240601
11882,1,20240531
11883,1,20240518
11885,2,20240520
11885,2,20240521
11886,2,20240529
11886,2,20240530
11887,2,20240509
11887,2,20240520
11888,1,20240515
11888,1,20240520
11888,1,20240522
11888,1,20240527
11888,2,20240507
11888,2,20240530
11888,2,20240531
11889,1,20240523
11889,1,20240524
11889,1,20240531
11889,2,20240520
1189,1,20240526
1189,1,20240530
1189,1,20240602
11890,1,20240511
11890,1,20240516
11890,1,20240518
11890,1,20240523
11890,2,20240520
11890,2,20240521
11891,1,20240517
11891,1,20240524
11891,2,20240511
11891,2,20240529
11891,2,20240530
11892,2,20240507
11892,2,20240508
11893,2,20240523
11893,2,20240524
11894,1,20240521
11894,1,20240523
11894,1,20240524
11894,1,20240531
11894,2,20240515
11895,1,20240524
11895,1,20240525
11896,1,20240510
11896,1,20240517
11896,2,20240529
11896,2,20240530
11897,1,20240512
11897,1,20240519
11897,2,20240530
11897,2,20240531
11898,1,20240505
11898,1,20240511
11898,1,20240512
11898,1,20240516
11898,1,20240523
11898,2,20240520
11898,2,20240531
11899,1,20240506
11899,1,20240507
11899,1,20240512
11899,2,20240529
11899,2,20240530
11899,2,20240531
11899,2,20240601
11899,2,20240602
119,1,20240510
119,1,20240531
1190,1,20240530
1190,2,20240508
1190,2,20240512
1190,2,20240524
11901,1,20240510
11901,1,20240527
11902,1,20240509
11902,1,20240519
11902,1,20240520
11902,1,20240525
11903,1,20240509
11903,1,20240530
11903,2,20240601
11904,1,20240531
11905,1,20240516
11905,2,20240520
11905,2,20240521
11905,2,20240522
11905,2,20240527
11905,2,20240528
11906,1,20240516
11906,1,20240523
11906,2,20240520
11907,1,20240517
11907,1,20240529
11908,2,20240526
11908,2,20240530
11910,1,20240507
11910,1,20240516
11910,2,20240522
11911,1,20240531
11912,1,20240507
11913,1,20240522
11913,1,20240529
11913,2,20240513
11913,2,20240530
11914,1,20240507
11914,1,20240514
11914,1,20240520
11915,2,20240520
11915,2,20240521
11915,2,20240530
11915,2,20240531
11917,1,20240509
11917,1,20240515
11917,1,20240520
11917,1,20240522
11918,1,20240510
11918,1,20240521
11919,1,20240509
11919,2,20240518
11919,2,20240519
1192,1,20240518
1192,1,20240526
1192,1,20240604
11920,1,20240510
11920,1,20240520
11920,1,20240521
11920,1,20240522
11920,1,20240531
11920,2,20240516
11921,1,20240506
11921,1,20240515
11922,1,20240519
11922,1,20240520
11922,1,20240521
11922,1,20240526
11923,1,20240509
11923,1,20240513
11923,1,20240530
11924,1,20240513
11925,1,20240516
11925,1,20240523
11925,2,20240520
11925,2,20240526
11926,2,20240519
11926,2,20240520
11927,1,20240520
11927,1,20240603
11927,1,20240604
11928,2,20240512
11928,2,20240524
11928,2,20240525
11928,2,20240526
11928,2,20240527
11928,2,20240528
11928,2,20240529
11929,1,20240520
1193,1,20240510
1193,1,20240513
1193,1,20240517
1193,1,20240520
1193,2,20240523
11930,1,20240522
11930,1,20240523
11930,1,20240528
11930,1,20240529
11930,1,20240604
11930,2,20240602
11931,1,20240508
11931,1,20240526
11931,1,20240529
11931,1,20240601
11932,1,20240509
11932,1,20240510
11932,1,20240519
11932,1,20240526
11932,1,20240602
11934,1,20240508
11934,1,20240527
11934,1,20240601
11934,2,20240509
11934,2,20240520
11934,2,20240521
11935,1,20240505
11935,1,20240511
11935,2,20240509
11935,2,20240510
11935,2,20240520
11936,2,20240520
11937,1,20240506
11937,1,20240508
11937,1,20240513
11937,1,20240519
11937,1,20240529
11938,1,20240520
11938,2,20240511
1194,1,20240520
1194,1,20240524
1194,2,20240529
11940,1,20240505
11940,1,20240520
11940,1,20240604
11941,1,20240529
11941,1,20240531
11942,1,20240510
11942,1,20240512
11942,1,20240517
11942,1,20240519
11942,2,20240509
11943,1,20240519
11943,2,20240520
11944,1,20240507
11944,1,20240514
11945,1,20240505
11945,1,20240509
11946,1,20240527
11946,1,20240603
11946,2,20240507
11946,2,20240508
11946,2,20240526
11946,2,20240530
11946,2,20240602
11947,1,20240510
11947,1,20240511
11947,1,20240522
11947,2,20240519
11947,2,20240520
11948,1,20240518
11948,1,20240519
11948,1,20240523
11948,2,20240520
11948,2,20240531
11949,2,20240521
11950,1,20240603
11950,1,20240604
11951,1,20240517
11951,1,20240524
11952,1,20240523
11952,1,20240603
11952,1,20240604
11954,1,20240521
11954,1,20240522
11954,1,20240524
11954,1,20240528
11954,1,20240529
11954,1,20240531
11954,2,20240530
11956,1,20240523
11956,2,20240517
11956,2,20240520
11957,2,20240529
11957,2,20240530
11958,1,20240505
11958,1,20240530
11959,1,20240515
11959,1,20240516
11959,1,20240522
11959,1,20240523
11959,2,20240519
11959,2,20240520
1196,1,20240517
1196,1,20240524
1196,2,20240520
1196,2,20240530
1196,2,20240601
1196,2,20240602
11961,1,20240505
11961,1,20240506
11961,1,20240513
11961,1,20240522
11961,1,20240526
11961,1,20240530
11961,2,20240514
11962,1,20240509
11962,1,20240516
11962,2,20240528
11963,1,20240506
11963,1,20240524
11963,1,20240531
11963,1,20240603
11963,2,20240509
11964,1,20240509
11964,1,20240510
11964,1,20240511
11964,1,20240521
11964,1,20240522
11964,1,20240524
11965,2,20240521
11965,2,20240522
11965,2,20240523
11965,2,20240524
11966,2,20240529
11967,1,20240522
11967,1,20240526
11967,1,20240529
11968,1,20240516
11968,1,20240523
11968,1,20240524
11968,2,20240513
11969,1,20240525
11969,1,20240601
11969,1,20240603
11969,1,20240604
1197,2,20240509
1197,2,20240520
1197,2,20240602
11970,2,20240511
11970,2,20240529
11970,2,20240530
11971,2,20240529
11971,2,20240530
11971,2,20240531
11971,2,20240601
11971,2,20240602
11972,1,20240508
11972,1,20240529
11973,1,20240506
11973,1,20240507
11973,1,20240513
11973,1,20240514
11973,1,20240519
11973,2,20240522
11974,1,20240530
11974,1,20240531
11974,1,20240603
11976,1,20240506
11976,1,20240513
11977,2,20240520
11977,2,20240530
11977,2,20240601
11978,2,20240509
11978,2,20240512
1198,1,20240506
1198,1,20240520
1198,1,20240530
11980,1,20240530
11981,1,20240527
11982,1,20240510
11982,2,20240520
11984,1,20240516
11984,1,20240523
11984,2,20240507
11984,2,20240531
11985,2,20240513
11985,2,20240529
11986,1,20240519
11986,2,20240524
11987,1,20240521
11987,2,20240510
11987,2,20240511
11987,2,20240512
11988,2,20240509
11988,2,20240520
11988,2,20240531
11988,2,20240601
11989,1,20240505
11989,1,20240512
11989,1,20240522
11989,1,20240523
1199,1,20240509
1199,1,20240520
1199,1,20240525
1199,1,20240601
11990,1,20240511
11990,1,20240516
11990,1,20240601
11990,1,20240603
11990,1,20240604
11991,1,20240517
11992,1,20240603
11992,1,20240604
11993,1,20240601
11993,1,20240602
11994,1,20240516
11994,1,20240524
11994,1,20240531
11995,1,20240516
11995,1,20240523
11995,2,20240508
11995,2,20240520
11996,1,20240509
11996,1,20240515
11996,1,20240522
11996,1,20240530
11997,1,20240515
11997,1,20240522
11997,2,20240507
11997,2,20240520
11998,1,20240522
11998,1,20240523
11998,1,20240528
11999,1,20240510
12,1,20240506
12,1,20240507
12,1,20240508
12,1,20240524
12,1,20240525
120,1,20240516
120,2,20240527
1200,1,20240603
1200,1,20240604
12000,1,20240516
12000,1,20240529
12000,1,20240603
12000,1,20240604
12001,1,20240505
12001,1,20240506
12001,1,20240507
12001,1,20240508
12001,1,20240510
12001,1,20240527
12002,1,20240601
12002,2,20240524
12003,1,20240508
12003,1,20240515
12003,1,20240516
12003,1,20240523
12003,2,20240520
12003,2,20240527
12005,1,20240525
12005,1,20240601
12006,1,20240509
12006,1,20240520
12006,2,20240529
12007,1,20240506
12007,1,20240507
12007,2,20240520
12008,1,20240516
12008,1,20240517
12008,1,20240518
12008,1,20240519
12008,1,20240523
12008,1,20240524
12008,1,20240525
12008,1,20240526
12009,1,20240511
12009,1,20240519
12009,1,20240520
1201,1,20240529
1201,1,20240531
1201,1,20240603
1201,2,20240526
1201,2,20240602
12010,1,20240516
12010,1,20240523
12010,1,20240526
12010,2,20240531
12011,1,20240521
12011,1,20240522
12011,1,20240523
12011,1,20240524
12012,2,20240519
12013,1,20240529
12013,1,20240531
12013,1,20240603
12013,1,20240604
12013,2,20240602
12014,1,20240519
12014,1,20240520
12014,1,20240521
12015,1,20240510
12015,1,20240521
12016,2,20240520
12018,1,20240508
12018,1,20240523
12018,1,20240602
12019,1,20240510
12019,1,20240531
1202,1,20240524
1202,1,20240527
1202,1,20240531
1202,2,20240514
1202,2,20240515
1202,2,20240530
12020,1,20240510
12021,1,20240510
12021,1,20240521
12021,1,20240531
12022,1,20240509
12022,2,20240518
12022,2,20240519
12023,1,20240520
12023,1,20240522
12023,1,20240524
12023,2,20240516
12024,1,20240516
12024,1,20240523
12025,1,20240515
12025,1,20240516
12025,1,20240522
12025,1,20240523
12025,2,20240520
12026,1,20240506
12026,1,20240520
12027,1,20240519
12028,1,20240506
12028,1,20240513
12028,1,20240530
12028,1,20240602
1203,1,20240516
1203,1,20240523
1203,2,20240520
1203,2,20240527
12030,1,20240516
12030,1,20240517
12032,2,20240509
12032,2,20240510
12034,1,20240529
12034,2,20240531
12035,1,20240520
12035,1,20240526
12036,1,20240602
12038,1,20240516
12038,1,20240601
12038,2,20240524
12039,1,20240506
12039,1,20240511
12039,1,20240513
12039,1,20240516
12039,1,20240523
12039,2,20240521
1204,1,20240510
1204,1,20240519
1204,1,20240525
1204,1,20240526
1204,1,20240529
1204,1,20240531
1204,1,20240603
1204,1,20240604
12040,2,20240511
12040,2,20240529
12041,1,20240505
12041,1,20240512
12041,2,20240510
12041,2,20240520
12042,1,20240512
12043,2,20240506
12043,2,20240529
12043,2,20240531
12044,1,20240519
12044,2,20240528
12044,2,20240530
12045,1,20240512
12045,1,20240531
12045,1,20240601
12045,1,20240602
12045,1,20240603
12045,1,20240604
12046,1,20240505
12046,1,20240509
12046,1,20240510
12046,1,20240511
12046,1,20240512
12046,1,20240518
12047,1,20240526
12047,1,20240602
12048,1,20240516
12048,1,20240523
12048,1,20240524
12048,1,20240527
12048,1,20240531
12048,1,20240603
12049,2,20240513
1205,1,20240520
1205,1,20240521
12050,2,20240519
12050,2,20240520
12051,1,20240523
12051,1,20240530
12051,2,20240519
12051,2,20240521
12052,2,20240519
12052,2,20240520
12052,2,20240521
12052,2,20240522
12052,2,20240523
12052,2,20240526
12053,2,20240511
12054,1,20240517
12055,1,20240519
12055,1,20240529
12055,2,20240511
12056,1,20240516
12056,1,20240523
12056,2,20240521
12057,1,20240512
12057,1,20240519
12057,1,20240520
12057,1,20240526
12057,1,20240602
12058,1,20240516
12058,1,20240530
12058,2,20240522
12058,2,20240524
12058,2,20240601
12059,1,20240524
12059,1,20240603
12059,1,20240604
12059,2,20240509
12059,2,20240520
12059,2,20240521
1206,1,20240510
12060,1,20240512
12060,1,20240602
12061,2,20240524
12062,1,20240510
12062,1,20240521
12063,1,20240521
12063,1,20240522
12063,1,20240528
12063,1,20240529
12063,2,20240530
12065,2,20240509
12065,2,20240510
12065,2,20240520
12065,2,20240521
12066,2,20240509
12066,2,20240520
12066,2,20240524
12067,1,20240511
12067,1,20240529
12067,1,20240531
12067,1,20240603
12067,1,20240604
12068,1,20240529
12068,1,20240531
12068,1,20240603
12068,1,20240604
1207,1,20240516
1207,1,20240523
12071,1,20240515
12071,1,20240529
12071,2,20240511
12071,2,20240514
12071,2,20240523
12071,2,20240603
12072,1,20240517
12072,1,20240518
12072,1,20240519
12072,1,20240524
12072,2,20240520
12072,2,20240530
12073,1,20240506
12073,1,20240507
12073,1,20240518
12073,2,20240520
12074,1,20240505
12074,1,20240510
12074,1,20240511
12074,1,20240512
12074,1,20240517
12074,1,20240518
12075,1,20240505
12075,1,20240509
12075,1,20240529
12075,1,20240531
12076,1,20240510
12077,1,20240604
12078,1,20240513
12078,1,20240516
12078,1,20240601
12079,1,20240516
12079,1,20240518
12079,1,20240603
12079,1,20240604
1208,1,20240601
1208,2,20240523
1208,2,20240524
12080,1,20240516
12080,1,20240523
12080,1,20240527
12080,1,20240528
12080,1,20240529
12081,1,20240507
12081,1,20240509
12081,1,20240510
12081,1,20240520
12081,1,20240530
12082,1,20240508
12082,1,20240529
12084,1,20240521
12085,1,20240511
12085,1,20240516
12085,1,20240523
12085,2,20240520
12085,2,20240521
12087,1,20240516
12087,1,20240519
12087,1,20240523
12087,1,20240526
12087,2,20240529
12087,2,20240531
12088,1,20240510
12088,1,20240511
12088,1,20240601
12088,1,20240602
12088,1,20240603
12088,1,20240604
12089,1,20240527
12089,1,20240528
12089,1,20240604
12090,2,20240511
12090,2,20240513
12090,2,20240514
12091,1,20240511
12091,1,20240531
12092,1,20240510
12093,1,20240512
12093,1,20240520
12093,1,20240526
12093,2,20240510
12093,2,20240521
12093,2,20240601
12094,2,20240520
12094,2,20240602
12095,2,20240517
12096,1,20240527
12096,2,20240529
12096,2,20240530
12097,1,20240508
12097,1,20240522
12097,2,20240513
12097,2,20240514
12098,1,20240523
12098,2,20240513
12098,2,20240514
12098,2,20240520
12098,2,20240521
12099,2,20240514
12099,2,20240515
12100,1,20240507
12100,1,20240529
12101,1,20240516
12101,1,20240518
12102,1,20240604
12102,2,20240520
12103,1,20240516
12103,1,20240523
12103,1,20240528
12103,1,20240604
12103,2,20240520
12104,2,20240513
12104,2,20240529
12104,2,20240530
12104,2,20240531
12105,1,20240531
12106,1,20240508
12106,2,20240531
12108,1,20240516
12109,1,20240526
12109,1,20240602
1211,1,20240603
1211,1,20240604
12110,1,20240530
12111,1,20240510
12111,1,20240529
12111,1,20240530
12111,1,20240603
12111,1,20240604
12112,1,20240510
12113,2,20240530
12113,2,20240602
12114,2,20240515
12114,2,20240516
12114,2,20240517
12115,1,20240520
12115,1,20240530
12115,2,20240525
12115,2,20240526
12116,1,20240509
12117,1,20240508
12117,1,20240515
12117,1,20240522
12117,1,20240528
12117,1,20240603
12118,2,20240529
12118,2,20240530
12119,1,20240505
12119,2,20240509
12119,2,20240520
1212,1,20240519
1212,1,20240520
1212,2,20240515
12122,1,20240530
12122,1,20240603
12122,1,20240604
12122,2,20240510
12123,1,20240513
12123,1,20240515
12124,1,20240516
12124,2,20240520
12124,2,20240521
12124,2,20240522
12124,2,20240524
12124,2,20240527
12125,1,20240506
12125,1,20240509
12125,1,20240513
12125,1,20240516
12125,1,20240523
12126,1,20240505
12126,1,20240511
12126,1,20240525
12127,1,20240510
12127,1,20240531
12128,1,20240529
12128,1,20240530
12128,1,20240604
12129,1,20240511
12129,1,20240520
12129,2,20240523
1213,1,20240515
1213,1,20240516
1213,1,20240527
1213,1,20240528
12130,1,20240516
12130,1,20240523
12130,1,20240524
12130,1,20240531
12130,2,20240520
12130,2,20240601
12131,1,20240505
12131,1,20240509
12131,1,20240511
12131,1,20240512
12131,1,20240518
12131,1,20240601
12131,2,20240526
12132,1,20240511
12132,1,20240530
12133,2,20240510
12133,2,20240526
12135,1,20240510
12135,1,20240517
12135,2,20240523
12135,2,20240527
12136,1,20240531
12136,1,20240603
12137,1,20240510
12137,1,20240516
12137,1,20240604
12138,1,20240507
12138,1,20240509
12138,1,20240530
12138,2,20240527
12139,1,20240509
12139,1,20240526
12139,1,20240602
1214,1,20240506
1214,1,20240507
1214,1,20240508
1214,1,20240510
1214,1,20240517
12140,1,20240515
12140,1,20240516
12140,1,20240522
12140,1,20240523
12140,2,20240520
12141,1,20240519
12141,1,20240521
12141,1,20240529
12141,1,20240530
12141,1,20240531
12141,1,20240603
12141,1,20240604
12142,1,20240505
12142,1,20240509
12143,1,20240516
12143,1,20240526
12143,1,20240603
12143,1,20240604
12143,2,20240520
12143,2,20240522
12143,2,20240524
12145,2,20240506
12145,2,20240510
12145,2,20240511
12145,2,20240514
12146,1,20240516
12146,1,20240523
12146,2,20240511
12146,2,20240512
12146,2,20240520
12147,1,20240511
12147,1,20240518
12147,1,20240521
12147,1,20240522
12147,1,20240523
12147,1,20240524
12148,1,20240604
12149,1,20240531
1215,1,20240530
1215,2,20240512
12150,1,20240516
12150,1,20240521
12150,1,20240523
12150,2,20240520
12151,1,20240517
12151,1,20240524
12151,2,20240513
12151,2,20240520
12151,2,20240530
12151,2,20240602
12152,1,20240521
12152,1,20240524
12152,1,20240528
12152,1,20240531
12152,1,20240604
12153,1,20240524
12153,1,20240531
12154,1,20240510
12155,1,20240519
12155,1,20240529
12156,1,20240505
12156,2,20240506
12158,1,20240505
12158,1,20240512
12158,2,20240520
12158,2,20240521
12158,2,20240530
1216,1,20240524
1216,1,20240527
12160,1,20240520
12161,1,20240531
12161,1,20240603
12161,1,20240604
12162,1,20240601
12164,1,20240505
12165,1,20240511
12165,1,20240525
12165,2,20240519
12165,2,20240520
12165,2,20240521
12165,2,20240522
12166,1,20240520
12167,1,20240604
12167,2,20240527
12168,1,20240521
12168,1,20240528
12169,1,20240523
12169,1,20240524
12169,2,20240520
1217,1,20240515
1217,1,20240522
1217,2,20240512
12170,2,20240526
12172,1,20240509
12172,1,20240520
12172,1,20240521
12173,2,20240508
12173,2,20240509
12173,2,20240520
12175,1,20240509
12175,2,20240518
12176,1,20240510
12176,1,20240517
12176,1,20240522
12176,1,20240523
12177,1,20240525
12177,1,20240601
12178,1,20240517
12178,1,20240524
12178,2,20240521
12179,1,20240506
12179,1,20240510
12179,1,20240511
12179,2,20240509
1218,2,20240530
1218,2,20240531
12180,1,20240510
12180,1,20240516
12180,1,20240523
12180,2,20240520
12180,2,20240521
12182,1,20240508
12182,1,20240526
12182,1,20240529
12183,1,20240601
12184,1,20240604
12184,2,20240527
12184,2,20240602
12185,2,20240530
12186,1,20240522
12186,1,20240523
12186,1,20240524
12187,1,20240517
12187,2,20240521
12187,2,20240522
12188,1,20240509
12188,1,20240510
12189,1,20240507
12189,1,20240603
12189,1,20240604
1219,2,20240530
1219,2,20240601
1219,2,20240602
12192,1,20240529
12192,1,20240531
12192,1,20240604
12192,2,20240520
12192,2,20240530
12193,1,20240522
12193,1,20240602
12193,2,20240524
12193,2,20240527
12194,1,20240505
12194,1,20240517
12195,1,20240510
12195,1,20240517
12195,1,20240520
12195,1,20240521
12195,1,20240522
12195,1,20240523
12196,1,20240509
12196,1,20240520
12196,2,20240525
12196,2,20240526
12197,1,20240517
12197,1,20240520
12197,2,20240523
12198,2,20240530
12199,1,20240505
122,1,20240509
122,1,20240510
122,1,20240519
1220,1,20240601
1220,2,20240522
1220,2,20240523
1220,2,20240524
12200,1,20240507
12200,1,20240527
12200,1,20240603
12200,2,20240529
12200,2,20240530
12201,1,20240516
12201,1,20240523
12201,1,20240528
12201,1,20240604
12201,2,20240520
12202,2,20240524
12202,2,20240526
12202,2,20240602
12203,1,20240517
12203,1,20240531
12203,1,20240603
12203,1,20240604
12204,1,20240509
12204,1,20240516
12204,2,20240522
12204,2,20240528
12205,1,20240509
12205,1,20240519
12205,1,20240530
12207,1,20240530
12207,1,20240602
12208,2,20240525
12209,1,20240505
12209,1,20240530
12209,1,20240602
1221,1,20240507
1221,1,20240530
1221,1,20240602
12210,2,20240530
12211,2,20240520
12211,2,20240521
12212,1,20240510
12212,1,20240517
12212,1,20240529
12212,1,20240603
12212,1,20240604
12213,1,20240520
12213,2,20240531
12214,1,20240506
12214,1,20240508
12214,1,20240509
12214,1,20240510
12215,1,20240521
12215,1,20240522
12215,1,20240523
12215,1,20240524
12217,1,20240601
12217,2,20240520
12217,2,20240521
12218,2,20240520
12218,2,20240530
12219,1,20240601
12219,1,20240602
1222,1,20240509
1222,1,20240510
1222,1,20240517
1222,1,20240520
12220,1,20240509
12220,2,20240519
12221,2,20240517
12223,2,20240519
12224,1,20240515
12224,1,20240527
12224,1,20240528
12224,1,20240529
12225,1,20240510
12225,1,20240517
12225,1,20240520
12225,1,20240521
12225,1,20240526
12225,1,20240530
12225,1,20240602
12226,1,20240516
12226,1,20240518
12226,1,20240530
12226,2,20240520
12226,2,20240522
12226,2,20240524
12227,1,20240510
12227,2,20240520
12227,2,20240530
12228,2,20240524
12229,1,20240505
12229,1,20240520
1223,1,20240516
1223,1,20240520
12230,1,20240603
12230,2,20240602
12231,1,20240522
12231,1,20240523
12232,1,20240509
12232,1,20240523
12232,2,20240520
12232,2,20240522
12232,2,20240527
12233,1,20240516
12233,1,20240527
12234,1,20240505
12234,1,20240521
12235,1,20240521
12235,1,20240522
12235,1,20240523
12236,1,20240516
12236,1,20240603
12236,1,20240604
12237,2,20240506
12237,2,20240507
12237,2,20240508
12237,2,20240520
12237,2,20240526
12237,2,20240530
12237,2,20240531
12237,2,20240602
12238,1,20240509
12238,1,20240520
12238,1,20240530
12238,2,20240531
12238,2,20240601
12239,1,20240520
12239,1,20240531
12239,1,20240603
1224,1,20240507
1224,1,20240508
1224,1,20240509
1224,1,20240510
1224,1,20240514
1224,2,20240527
12240,1,20240519
12240,2,20240508
12240,2,20240509
12240,2,20240520
12241,2,20240516
12241,2,20240517
12241,2,20240520
12242,2,20240513
12242,2,20240514
12242,2,20240515
12242,2,20240516
12243,1,20240505
12243,1,20240509
12243,1,20240515
12243,1,20240516
12244,1,20240510
12244,1,20240513
12244,1,20240521
12244,1,20240522
12244,1,20240523
12245,1,20240509
12245,1,20240602
12247,1,20240509
12248,1,20240514
1225,1,20240516
1225,1,20240603
1225,1,20240604
12250,1,20240505
12250,1,20240509
12250,1,20240530
12250,2,20240519
12250,2,20240529
12252,1,20240510
12252,1,20240521
12252,1,20240531
12253,1,20240511
12253,1,20240517
12253,1,20240518
12253,1,20240524
12253,2,20240530
12254,2,20240510
12254,2,20240511
12254,2,20240512
12254,2,20240513
12254,2,20240520
12254,2,20240530
12255,1,20240509
12255,1,20240520
12255,1,20240530
12255,1,20240602
12256,1,20240509
12259,1,20240601
12259,2,20240523
12259,2,20240524
1226,1,20240512
1226,1,20240516
1226,1,20240519
1226,1,20240530
1226,2,20240522
1226,2,20240524
12261,1,20240506
12261,1,20240507
12261,1,20240508
12261,1,20240509
12261,1,20240520
12263,1,20240505
12263,1,20240506
12263,1,20240507
12263,1,20240508
12263,1,20240526
12263,1,20240527
12264,1,20240525
12264,1,20240601
12265,1,20240511
12265,1,20240516
12265,1,20240523
12265,2,20240520
12265,2,20240531
12266,1,20240514
12266,1,20240520
12268,2,20240512
12268,2,20240513
12268,2,20240529
12268,2,20240530
12268,2,20240531
12269,1,20240509
12269,1,20240520
12269,1,20240530
12269,2,20240519
1227,1,20240511
1227,1,20240518
1227,2,20240509
1227,2,20240510
1227,2,20240520
12270,1,20240516
12270,1,20240523
12270,1,20240527
12270,1,20240531
12270,1,20240603
12270,2,20240602
12272,1,20240505
12272,1,20240511
12272,1,20240512
12272,1,20240516
12272,1,20240523
12272,2,20240520
12273,1,20240506
12273,2,20240520
12273,2,20240529
12273,2,20240530
12276,1,20240528
12276,1,20240604
12276,2,20240522
12276,2,20240523
12276,2,20240524
12277,1,20240518
12277,1,20240523
12277,2,20240520
12278,1,20240510
12278,1,20240511
12278,1,20240526
12278,1,20240530
12278,1,20240602
12279,1,20240511
12279,1,20240530
1228,1,20240517
1228,1,20240524
1228,2,20240530
1228,2,20240602
12280,1,20240516
12280,1,20240603
12280,1,20240604
12281,1,20240512
12281,1,20240516
12281,1,20240519
12281,1,20240520
12282,1,20240510
12282,1,20240531
12283,1,20240529
12283,1,20240530
12283,1,20240531
12283,1,20240603
12283,1,20240604
12284,1,20240520
12284,1,20240530
12284,2,20240519
12284,2,20240531
12284,2,20240601
12285,1,20240529
12285,1,20240531
12285,1,20240603
12285,1,20240604
12286,1,20240527
12287,1,20240523
12287,2,20240512
12287,2,20240513
12288,1,20240526
12289,1,20240518
12289,1,20240601
12289,1,20240602
12289,2,20240512
1229,1,20240519
1229,1,20240520
1229,1,20240603
1229,1,20240604
12290,1,20240519
12290,1,20240520
12290,1,20240521
12290,1,20240526
12290,1,20240602
12291,1,20240520
12291,1,20240521
12291,2,20240512
12292,1,20240512
12292,1,20240513
12292,1,20240601
12292,1,20240602
12292,1,20240603
12292,1,20240604
12293,1,20240516
12293,1,20240519
12293,1,20240520
12293,1,20240526
12293,1,20240530
12293,1,20240602
12294,1,20240524
12294,1,20240526
12294,1,20240530
12294,1,20240602
12295,1,20240520
12295,2,20240507
12295,2,20240529
12295,2,20240531
12296,1,20240516
12296,1,20240518
12296,1,20240523
12296,1,20240601
12296,2,20240513
